MessageText,Conversation Type,Is Marked as Spam,Manual Classification
U do couples?,2,FALSE,Bot Response
How much babe,2,FALSE,Bot Response
Hey whassup baby,2,FALSE,Bot Response
Brooke,2,FALSE,Bot Response
Are you happy with your current situation an the money u making an the way u are being treated if not are you ready to build with someone whose gonna appreciate you and move up to live life at its highest peak.,2,FALSE,Bot Response
Yoo,2,FALSE,Bot Response
Gm superstar quick question r u shining n grindining like u suppose 2? If r unhappy n ur current situation or u wanna new in put or better 2018 get with a p that show u better my name richie p a cross country p from nyc so if ur unhappy send a pic n lets get 2 the money if ur good have a wonderful day happy stacking.,2,FALSE,Bot Response
https://youtu.be/5WROSSBNK64,2,FALSE,Bot Response
"Hi! This is Tim.
 Are you available tomorrow?",2,FALSE,Bot Response
Hi! How are you?,2,FALSE,Bot Response
Hi. Can I see you?,2,FALSE,Bot Response
How much are donations for 30min incall?,2,FALSE,Bot Response
Hi,1,FALSE,Bot Response
"Hey baby, if you're awake would you mind some company?",2,FALSE,Bot Response
Hi,2,FALSE,Bot Response
Available,2,FALSE,Bot Response
,2,FALSE,NA
,2,FALSE,NA
,2,FALSE,NA
Hey are you interested in making more traveling and knocking out your goals ASAP,2,FALSE,Bot Response
Do u party,2,FALSE,Bot Response
Where are you located near,2,FALSE,Bot Response
I have access to other sites.pay more money if interested in joining a escort team text back,2,FALSE,Bot Response
Hello I have access to other site that pay more money if interested in joining a escort team text back,2,FALSE,Bot Response
hi,2,FALSE,Bot Response
Hey there,2,FALSE,Bot Response
Hey,2,FALSE,Bot Response
Hi doll,2,FALSE,Bot Response
Hey,2,FALSE,Bot Response
"Hello Miss ??
 
 My name is Kat, and I am the founder & CEO of Discreet",2,FALSE,Bot Response
"Hello Miss ??
 
 My name is Kat, and I am the founder & CEO of Discreet",2,FALSE,Bot Response
"Hello Miss ??
 
 My name is Kat, and I am the founder & CEO of Discreet",2,FALSE,Bot Response
Hi! Are you available tonight?:),2,FALSE,Bot Response
Hello hun...hru...I saw your ad on BP...are you available?,2,FALSE,Bot Response
What’s up,2,FALSE,Bot Response
Hi,2,FALSE,Bot Response
Hey,2,FALSE,Bot Response
Hey,2,FALSE,Bot Response
<img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM7ae36231dd53a23f8f1b7b6a5e9c07e8/Media/ME68a7cadd385af48c3a1fe15efc9a48b1</img>,2,FALSE,Image
Car date?,2,FALSE,Bot Response
Car date?,2,FALSE,Bot Response
What’s your rates?,2,FALSE,Bot Response
"Hey how close are you to UW campus? 29, clean guy here <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM876a2eb4c2af7d129d3f1e9128558041/Media/MEa0459015061c669de2e40c6b4e99ed92</img>",2,FALSE,Bot Response
"Saw your post. Do you have an incall?
 -Sent free from TextNow.com",2,FALSE,Bot Response
Hey you,2,FALSE,Bot Response
Hi,2,FALSE,Bot Response
Hey,2,FALSE,Bot Response
"Hi
 Available?",2,FALSE,Bot Response
God damn,2,FALSE,Bot Response
Ok,1,FALSE,Bot Response
Hope your holiday is filled with money and joy! from all of us at www.rentmefee.com,2,FALSE,Bot Response
Hi,2,FALSE,Bot Response
Test,1,FALSE,Test
"Saw your as on BP. How about the following?
 
 I'm 39, 6""2, Caucasian, and real easy going. I have a fetish I'd like to try but I don't want to visit a professional Dom. Would rather just a normal woman who could use a little generosity.
 
 I'd like you to alternate between squeezing my balls really hard until I scream/beg you to have mercy and stroking me lovingly in a pleasurable way. Do this for like an hour until you finally let me climax.
 
 You would have to host. Happy to meet in public first to make sure we both feel safe with each other.
 
 Can be an ongoing thing if it works for both of us. Interested?",2,FALSE,Bot Response
1691 E New York Ave Brooklyn,2,FALSE,Bot Response
"No text...356west 37st
 Between 8-9ave
 Half hour $100
 When you get front call",2,FALSE,Bot Response
442 Decatur street Brooklyn NY,2,FALSE,Bot Response
I'm busy at the moment. Please text me.,2,FALSE,Bot Response
Stacey hi baby.open menu? Tell me about it?,2,FALSE,Bot Response
hey how much is halfhour,2,FALSE,Bot Response
u available,2,FALSE,Bot Response
You free,2,FALSE,Bot Response
We can bring you new clients today,2,FALSE,Bot Response
Hey baby,2,FALSE,Bot Response
KING CASINO <img>https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MM0edb5c04387e6f19d5f3e053b193144a/Media/MEca271e674e59ffae33ae4fb07762383f</img>,2,FALSE,Bot Response
Hi you available,2,FALSE,Bot Response
Hey my name is Cleo. U look like your new out here. Are you doing this by yourself??,2,FALSE,Bot Response
"Hi. Saw your ad on Backpage. I'm 6'2, 48 athletic build. I'm inquiring about rates, location and terms.
 Thank you,
 Neuman",2,FALSE,Bot Response
"Hello Im Amir, Reaching out to you i appreciate your beauty, and ambition, i would love to match your charisma, providing new avenue's and access to lifes amenties. text back for more info",2,FALSE,Bot Response
Come be my wifey travel && enjoy life with me in Houston looking for a down female to get money with an do all the fly shit with your beautiful && would love to have you around ?? Travel Get Money && Enjoy our Lifestyle ??Nothing more nothing less laid back gettin to it Plenty of room && No hotel living We ??Truly Blessed Over here ??Looking for a Queen ?? too join me ??????,2,FALSE,Bot Response
Hello https://api.twilio.com/2010-04-01/Accounts/AC364c6274101b6b137b433c79b795bba2/Messages/MMbc3d4aeb30a16c1497cbfd8fa27fc0ce/Media/ME7baf78c4a21221eef601bd7853a9b94c,2,FALSE,Bot Response
"Hey baby Anita can you meet this morning. Iam matured guy with lots of fun qv incall
 Tom",2,FALSE,Bot Response
